customer_id,transaction_id,transaction_date,amount,name,age,country,is_active
5167,3807,18/03/2022,484.83,Monique Walker,27.0,USA,True
1822,5580,19/06/2022,479.37,Amber Williamson,82.0,CANADA,True
2941,7082,05/07/2024,218.7,Stacy Patton,40.0,UK,False
2467,950,18/09/2022,171.03,Joshua Adams,46.0,ITALY,False
125,20,13/01/2022,147.54,Stephanie Salazar,28.0,NETHERLANDS,False
2454,3364,27/07/2022,301.88,Cody Huffman,41.0,GERMANY,True
4956,6189,22/08/2023,492.87,Denise Sutton,50.0,GERMANY,True
5096,6351,28/07/2022,467.2,Christopher Shelton,50.0,SPAIN,False
2456,5806,11/06/2022,351.69,Christopher Thompson,47.0,GERMANY,False
3712,2710,11/02/2022,496.03,Amanda Henry,47.0,NETHERLANDS,False
971,5451,01/12/2023,441.43,Meghan White,28.0,FRANCE,True
2279,3142,09/05/2022,489.22,Maria Bennett,80.0,SPAIN,False
4669,1157,10/02/2022,401.22,Jamie Flowers,45.0,ITALY,True
966,3376,07/01/2024,136.74,Jacqueline Cooper,46.0,ITALY,False
225,155,29/04/2023,303.21,Lauren Keller,74.0,UK,False
3018,1801,03/08/2024,321.07,Janet White,,UK,False
1531,3703,04/06/2022,196.27,Patricia Scott,39.0,USA,False
3849,910,24/07/2024,383.52,Jeffrey Tucker,70.0,GERMANY,False
1543,1878,11/02/2022,386.47,James Norris,29.0,NETHERLANDS,True
3880,1756,28/06/2024,431.98,Kathleen Ramsey,35.0,FRANCE,True
4883,6644,04/06/2023,27.96,Heather Allen,25.0,NETHERLANDS,False
4587,2733,01/03/2024,480.71,Amy Sanders,52.0,FRANCE,True
3717,4040,25/01/2023,102.99,Joshua Miller,73.0,ITALY,True
2193,7488,17/07/2024,465.22,Thomas Cole,37.0,SPAIN,False
1198,7263,29/12/2024,100.26,Christina Johnston,57.0,USA,False
1906,3550,17/10/2023,256.7,Mr. Kevin Carr,29.0,ITALY,True
3236,2014,11/10/2023,279.65,Lawrence Brooks,48.0,USA,True
2858,9017,18/03/2024,373.41,Luke Williams,40.0,ITALY,True
3016,8936,13/02/2022,277.17,Savannah Townsend,36.0,SPAIN,True
4902,2435,23/12/2024,273.08,Samantha Gillespie,52.0,ITALY,False
1500,4595,17/03/2022,18.38,Lori Mitchell,61.0,USA,False
3567,3799,08/09/2023,29.07,William Baker,62.0,FRANCE,False
3126,5070,12/01/2025,115.4,Monica Lynch,67.0,ITALY,True
46,373,16/08/2024,297.23,Austin Johnson,46.0,FRANCE,False
2437,8900,10/09/2023,330.63,Kelly Turner,,SPAIN,False
3919,742,27/04/2024,67.04,Robert Ford,69.0,FRANCE,False
3264,666,30/12/2024,415.87,Maurice Carrillo,70.0,ITALY,False
463,1303,03/06/2022,201.74,Phillip Jimenez,55.0,GERMANY,False
708,7095,17/04/2023,233.29,Melissa Horn,54.0,USA,False
3796,1353,03/03/2022,278.62,Janet Weaver,21.0,FRANCE,False
4416,2520,10/02/2022,327.3,Mark Dennis,29.0,UK,True
4361,8858,29/05/2023,336.21,Renee Thompson,79.0,UK,True
3635,5381,21/08/2022,266.07,Christopher Carson,29.0,ITALY,True
1586,3558,16/12/2024,85.54,Richard Washington,72.0,NETHERLANDS,True
2752,1307,01/05/2022,332.43,Kelly Wright,52.0,UK,True
2307,6272,26/12/2023,349.81,Heidi Chase,43.0,ITALY,False
1457,8711,03/09/2024,264.81,Jennifer Gutierrez,23.0,GERMANY,False
1098,5128,21/12/2022,142.47,Rebecca Hughes,78.0,UK,True
2553,1982,21/11/2024,91.65,Joshua Fry,70.0,GERMANY,False
381,3930,27/10/2023,123.16,Timothy Dawson,60.0,UK,True
665,1460,09/05/2024,100.93,Christopher Moore,66.0,CANADA,False
362,3887,01/04/2023,391.36,Matthew Bates,39.0,USA,False
2884,614,04/09/2023,378.13,Danielle Blankenship,,UK,False
264,8117,18/06/2022,285.58,Gina Wilson,78.0,NETHERLANDS,False
3676,8052,22/01/2022,410.81,Mary Chung,33.0,NETHERLANDS,False
709,5803,25/01/2024,419.59,Claudia Jordan,35.0,UK,False
3550,6525,21/12/2022,322.61,Michael Anderson,,UK,True
4934,7670,10/09/2023,341.23,Rachael Perez,82.0,ITALY,False
1128,1613,13/07/2022,255.29,Dr. Gregory Ballard,37.0,FRANCE,True
1442,7987,07/10/2022,252.18,Steven Williams,56.0,ITALY,True
1243,4545,03/01/2024,299.79,William Wright,35.0,CANADA,True
4560,7140,25/01/2023,490.47,James Baker,64.0,ITALY,True
935,7554,01/09/2022,173.94,Frank Whitaker,81.0,GERMANY,False
2224,5779,05/05/2022,217.59,Belinda Frederick MD,51.0,UK,False
1780,7444,03/07/2024,243.88,Dominic Johnson,61.0,NETHERLANDS,False
296,7453,27/06/2023,54.69,Micheal Wallace,77.0,UK,True
4249,6658,28/07/2024,393.64,Benjamin Contreras,84.0,UK,False
3694,5495,06/05/2024,101.11,Samantha Sanders,19.0,ITALY,True
1992,6016,01/10/2022,438.11,Kathryn Smith,84.0,CANADA,True
3169,6471,22/05/2024,104.47,Charles Baker,22.0,SPAIN,True
1424,7828,17/12/2024,379.1,David Hayes DVM,59.0,USA,False
1865,1085,12/05/2023,165.1,Diane Yates,,SPAIN,False
4588,3743,22/01/2024,309.4,Hannah Schaefer,31.0,SPAIN,False
99,7448,09/06/2024,60.52,Alexander Wiley,42.0,USA,False
2353,1236,08/08/2024,387.71,Brett Williams,50.0,SPAIN,False
2997,4070,05/12/2022,425.69,Adrian Lee,18.0,UK,False
323,8789,03/11/2023,381.41,Karla Ramos,55.0,ITALY,False
3213,3372,31/03/2022,293.51,Katherine Flores,61.0,GERMANY,False
830,6940,20/07/2023,202.72,Max Olsen,25.0,FRANCE,True
2920,9731,07/05/2022,292.79,Benjamin Moore,,ITALY,True
2979,6879,26/03/2023,98.95,Cynthia Murray,63.0,UK,True
3550,8237,20/10/2023,296.28,Michael Anderson,,UK,True
113,6406,16/02/2024,422.96,Kayla Leon,54.0,NETHERLANDS,False
3506,10250,30/09/2023,313.64,Maurice Anderson,63.0,GERMANY,False
870,7675,16/10/2024,76.43,Sandra Scott,36.0,CANADA,False
4191,668,30/05/2023,318.34,Jamie Deleon,62.0,FRANCE,False
543,2080,20/05/2024,90.06,Arthur Mcknight,59.0,UK,True
5021,7639,05/11/2024,222.0,Jill Brown,29.0,CANADA,False
626,5460,09/11/2022,453.86,Jerry Peters,31.0,GERMANY,True
4054,7581,20/02/2023,349.41,Ruth Robinson,37.0,ITALY,True
1193,2041,20/02/2023,449.55,Scott Williams,62.0,CANADA,True
3431,7844,03/09/2023,225.95,Gregory Wiggins,28.0,GERMANY,True
1697,1743,16/01/2024,101.0,Linda Gallagher,29.0,NETHERLANDS,False
1787,5884,16/07/2022,256.17,Kelly Calderon,27.0,FRANCE,True
2261,7081,01/07/2024,265.09,Jason Lopez,84.0,GERMANY,False
382,8518,03/05/2024,480.48,Dominique Hines,81.0,NETHERLANDS,False
3699,599,12/09/2024,340.51,Kimberly Foster,,CANADA,True
4774,1621,22/10/2024,250.82,Diane Jones,27.0,FRANCE,True
2152,3294,10/08/2022,296.93,Donna Ibarra,19.0,USA,True
3741,1073,20/03/2024,426.22,Jill Barajas,30.0,UK,True
91,3900,09/09/2023,45.71,Christopher Middleton,42.0,GERMANY,True
4382,2259,30/09/2022,105.14,Angela Turner,31.0,UK,True
4145,3134,08/06/2024,433.18,Katherine Taylor,79.0,SPAIN,False
1376,8178,01/04/2022,289.23,Fred Wong,25.0,CANADA,True
1910,3354,31/01/2023,289.83,Todd Reed DDS,70.0,NETHERLANDS,False
342,1638,31/03/2023,199.85,Peter Jones,84.0,GERMANY,False
2064,2582,31/03/2023,50.26,James Pope,36.0,GERMANY,True
3968,10230,12/02/2023,461.48,Melissa Cherry,66.0,NETHERLANDS,False
781,5710,24/02/2022,185.4,Tammy Long,32.0,SPAIN,False
4027,680,12/03/2022,378.73,David Tucker,36.0,SPAIN,True
762,8122,17/01/2022,215.08,Frank Butler,39.0,SPAIN,True
2408,9464,14/11/2022,387.95,Luis Davis,85.0,ITALY,True
3364,8767,06/06/2022,92.15,Phillip Ward,22.0,GERMANY,False
552,6070,27/08/2022,478.73,Kim Morrow,58.0,ITALY,False
2235,6603,24/10/2022,437.73,Dawn Turner,37.0,UK,True
2007,98,16/12/2024,390.46,David Mercado,20.0,SPAIN,False
2908,6011,25/04/2024,118.93,Christopher Roberts,77.0,NETHERLANDS,True
1010,2362,31/01/2024,435.71,Shannon Joseph,26.0,UK,True
4577,2971,17/05/2022,168.94,James Grimes,29.0,ITALY,True
3123,6026,22/08/2022,207.58,Jason Anderson,54.0,UK,False
1183,7223,26/02/2023,314.09,Erika Salazar,49.0,CANADA,True
548,9110,08/10/2024,205.19,Mary Ryan,75.0,ITALY,True
3232,5493,08/12/2023,345.77,Selena Rodriguez,58.0,USA,True
445,7365,28/05/2024,434.52,Hannah Everett,36.0,NETHERLANDS,True
3951,6811,31/03/2022,153.28,Eduardo Scott,49.0,UK,False
4849,5764,20/02/2022,118.87,Natalie Nicholson,,NETHERLANDS,False
1928,3646,04/12/2023,449.89,Rachael Lynch,23.0,USA,True
1839,1113,15/09/2023,418.29,Brandi Mcclain,34.0,USA,True
1546,6756,11/04/2023,213.65,Joseph Woodward,73.0,FRANCE,False
4897,6883,14/12/2023,134.54,Jason Wilson,57.0,NETHERLANDS,False
1364,6146,13/06/2022,433.3,Laura Herrera,33.0,FRANCE,True
3331,7071,02/02/2024,278.46,Courtney Arias,65.0,NETHERLANDS,False
5020,8720,27/09/2024,139.03,Christopher Coffey,21.0,CANADA,False
2470,245,06/06/2022,21.88,Allison Simmons,80.0,CANADA,False
419,740,16/01/2023,166.24,Rebecca Brown,67.0,GERMANY,True
2015,6377,26/01/2023,114.59,Karen Harper,28.0,ITALY,True
2060,3802,29/03/2022,446.59,Jessica Turner,45.0,ITALY,False
3559,6400,26/10/2022,241.89,Erin Ortega,72.0,GERMANY,True
1861,5828,08/05/2023,255.42,Mark Adams,46.0,NETHERLANDS,True
3649,1964,02/12/2022,455.5,Gabriel Green,24.0,GERMANY,True
4262,7399,09/04/2024,218.91,Kimberly Mcdowell,50.0,UK,False
2723,9551,27/07/2022,154.71,Matthew Smith,34.0,SPAIN,False
2614,7516,04/04/2024,72.85,John Johnson,49.0,NETHERLANDS,False
5191,7576,08/10/2022,199.8,Kathleen Hansen,76.0,ITALY,False
2865,8525,29/07/2024,53.3,Sandra Becker,64.0,USA,False
772,7787,27/11/2024,162.71,Ryan Wiley,48.0,USA,True
1147,6960,23/09/2022,199.43,Kelly Dawson,81.0,GERMANY,False
3380,3247,26/11/2023,281.38,Cody Reyes III,30.0,CANADA,True
3455,3388,02/05/2022,353.99,Shelly Rodgers,,FRANCE,False
5005,4371,05/03/2023,119.49,Lisa Hendricks,73.0,USA,False
75,7937,13/02/2023,126.4,Dr. Kendra Contreras,57.0,SPAIN,False
878,2395,17/05/2023,128.2,John Lynch,38.0,CANADA,False
450,5422,18/06/2022,370.54,Thomas Williams,81.0,SPAIN,True
4902,8018,05/10/2022,119.3,Samantha Gillespie,52.0,ITALY,False
3576,2925,31/01/2024,257.84,Michelle Smith,25.0,CANADA,False
4672,3892,25/07/2022,425.66,Jenna Watson,50.0,SPAIN,False
1419,5004,11/10/2022,257.77,Stacy Gomez,68.0,UK,False
1170,4991,13/08/2022,248.44,Tara Lee,41.0,UK,False
248,5969,28/07/2023,333.65,Megan Moore,,CANADA,True
2075,7417,19/11/2023,307.23,David Fuentes,42.0,CANADA,False
4670,6020,21/07/2022,231.37,Michael Graham,,ITALY,False
988,8070,19/05/2023,403.14,Rebecca Richmond,62.0,USA,False
767,6669,07/03/2023,267.15,Jesus Wood,69.0,CANADA,False
876,2323,09/08/2022,139.5,Kristine Garcia,37.0,UK,True
2373,1617,23/02/2024,251.19,Lisa Oconnell,55.0,ITALY,True
3822,32,02/05/2024,28.13,Jeffrey Pitts,37.0,USA,False
4578,8006,05/03/2024,391.91,Shannon Austin,34.0,FRANCE,True
4083,6021,12/07/2023,131.9,Joshua Miller,29.0,NETHERLANDS,True
5046,4625,08/11/2024,93.75,Jane Aguilar,31.0,ITALY,True
3583,6184,30/03/2024,357.55,Robert Landry,72.0,CANADA,True
2388,1885,31/10/2023,322.91,Jeffrey White,72.0,UK,False
4380,9123,03/03/2024,455.19,Cindy Jenkins,49.0,CANADA,True
2893,5122,03/03/2022,164.75,Justin Joseph,67.0,ITALY,True
4158,2909,29/07/2024,234.36,Angela Munoz,73.0,CANADA,True
225,3335,22/03/2024,319.1,Lauren Keller,74.0,UK,False
4431,3819,14/10/2024,469.09,Dustin Anderson,39.0,ITALY,False
3093,4522,13/08/2024,385.32,Melissa Smith,43.0,SPAIN,True
276,9466,23/05/2022,296.01,Laurie Barber,31.0,FRANCE,False
5012,9929,26/12/2024,426.33,Lawrence Bass,66.0,CANADA,True
3571,1980,03/04/2022,146.47,Martin Robinson,84.0,FRANCE,True
742,1101,09/01/2024,358.72,Micheal Wang,58.0,ITALY,True
2659,3820,22/09/2024,62.5,Steven Mayo,59.0,GERMANY,False
2460,1495,26/10/2023,384.07,Jamie Smith,65.0,UK,False
4271,1849,04/07/2022,150.94,Erin Moore,52.0,FRANCE,True
770,7529,16/07/2024,381.12,Steven Hodges,74.0,SPAIN,True
274,9621,11/06/2023,220.91,Audrey Young DDS,39.0,ITALY,False
4901,6421,01/07/2023,396.9,Matthew Simon,76.0,UK,True
4882,3937,29/01/2022,71.78,Terri Hendricks,27.0,UK,False
2989,8828,23/05/2024,284.75,Rebekah Crane,22.0,UK,True
2747,6852,09/06/2023,488.64,Amy Harris,75.0,CANADA,True
5039,7541,13/09/2023,359.57,Michael Taylor,56.0,FRANCE,True
3580,3321,17/07/2024,99.68,Karen Porter,85.0,CANADA,True
2301,8647,05/10/2022,80.85,Nicholas Campbell,37.0,ITALY,False
3451,6225,24/03/2023,439.44,Chelsea Davis,19.0,FRANCE,False
2826,7381,06/02/2024,486.51,Eric Richardson,36.0,USA,False
4688,9909,28/07/2022,306.11,Victor Boyd,36.0,GERMANY,True
2787,10018,05/09/2023,294.51,Mary Harris,51.0,FRANCE,True
3628,8552,28/10/2023,366.72,Gabriel Huff,59.0,NETHERLANDS,False
4486,3884,09/08/2024,38.81,Kevin Lucas,20.0,SPAIN,True
1878,2215,13/01/2022,29.87,Donna Kim,41.0,UK,False
567,8917,12/12/2022,371.32,Clinton Medina,46.0,NETHERLANDS,False
4383,3139,19/09/2024,203.23,Cynthia Jackson,42.0,UK,True
3666,3559,27/05/2024,149.88,Douglas Valdez,23.0,CANADA,False
2352,5808,20/07/2024,284.58,Joseph Graves PhD,49.0,UK,True
4032,2805,08/12/2022,365.24,Darlene Sanchez,57.0,SPAIN,False
2595,4111,13/01/2022,444.2,Emily Jackson,76.0,USA,True
646,2307,22/07/2022,123.44,Jonathan Schultz,82.0,ITALY,True
1041,1832,16/07/2022,430.34,Lisa Wells,66.0,SPAIN,True
2859,3269,13/10/2023,270.53,Cathy Hunter,41.0,ITALY,False
2454,10289,23/09/2023,128.22,Cody Huffman,41.0,GERMANY,True
3435,6999,01/06/2024,418.28,Tina Shepard,28.0,ITALY,True
4679,161,28/07/2024,218.99,Nicholas Cunningham,24.0,FRANCE,False
3373,6884,14/05/2024,342.84,Richard Nguyen,29.0,UK,False
4456,3295,01/04/2022,386.45,Andrew Brown,51.0,NETHERLANDS,True
1992,803,08/07/2023,88.6,Kathryn Smith,84.0,CANADA,True
2900,787,26/01/2022,416.32,Kevin Craig,32.0,UK,False
4946,6339,11/12/2024,352.32,Bonnie Clark,18.0,SPAIN,True
1982,2004,08/08/2024,432.23,James Davenport,84.0,ITALY,False
2992,8798,23/04/2023,293.37,Joseph Calderon,38.0,CANADA,False
3564,8255,01/12/2022,291.99,Craig Travis,56.0,FRANCE,False
1417,10467,12/04/2023,295.55,Elizabeth Hardy,28.0,NETHERLANDS,False
2190,8673,20/05/2024,466.38,Megan Compton,21.0,GERMANY,True
2644,5894,02/04/2022,425.6,Robert Gonzalez,56.0,SPAIN,False
2059,3540,03/12/2023,122.12,Melissa Patton,38.0,UK,False
3348,3654,14/08/2024,434.51,Susan Peterson,61.0,GERMANY,True
1305,7483,06/07/2024,200.07,Brittany Shaw,47.0,NETHERLANDS,False
1802,7195,02/08/2023,321.16,Tabitha Turner,76.0,SPAIN,True
3119,5093,24/09/2024,287.52,Jacqueline Kennedy,58.0,ITALY,True
3721,7154,22/03/2022,151.04,Jason Smith,84.0,CANADA,True
4482,307,14/07/2023,214.89,Samantha Hart,69.0,GERMANY,True
1811,9862,28/08/2024,50.4,Martin Mccoy,31.0,GERMANY,True
3010,3554,03/05/2022,149.75,Raymond Mccarthy,20.0,FRANCE,True
3754,10375,08/09/2022,328.13,Paul Williams,,ITALY,True
2899,3001,28/12/2024,96.89,Taylor Miller,53.0,USA,False
2068,1647,12/05/2022,116.23,Cheryl Berry,28.0,ITALY,False
5093,7270,28/08/2023,407.83,Christopher Thomas MD,31.0,GERMANY,False
1750,1826,16/05/2024,102.45,Jamie Patterson,47.0,ITALY,True
168,1963,22/06/2023,250.57,Kellie Lee,70.0,USA,True
3784,6950,09/05/2024,53.31,Timothy Pierce PhD,60.0,GERMANY,False
4751,47,11/08/2023,165.49,David Tapia,44.0,NETHERLANDS,True
3117,7941,12/08/2023,304.11,Rebecca Duncan,45.0,USA,True
3829,3292,13/11/2024,70.92,Caleb Ford,83.0,GERMANY,False
4603,3772,06/09/2023,358.57,Charles Rodriguez,82.0,USA,True
1017,670,27/11/2022,60.78,Kelly Johnson,47.0,CANADA,True
2121,8971,24/03/2022,66.5,Susan Smith,79.0,USA,True
1638,6462,11/01/2024,351.97,Kimberly Ellis,24.0,SPAIN,False
3118,883,20/04/2024,299.21,Kimberly Leon,,UK,False
428,350,27/01/2024,77.12,Deborah Green,19.0,SPAIN,False
699,9491,27/07/2023,22.01,Miss Anna Estes,62.0,ITALY,False
3488,298,07/11/2023,352.64,Donna Martin,,CANADA,False
2830,7346,03/10/2022,118.1,Thomas Skinner,40.0,FRANCE,False
3390,3446,10/08/2023,263.32,Mrs. Amanda Kelley DDS,59.0,USA,True
3599,3886,25/12/2024,243.98,Bethany Cunningham,80.0,ITALY,True
4675,8360,31/03/2022,371.06,James Meyers,,GERMANY,True
2872,9356,05/09/2023,317.58,Hailey Lewis,24.0,UK,False
1842,3670,04/09/2022,493.52,Brenda Wilson,79.0,GERMANY,False
453,7909,16/04/2024,93.35,Kathleen Burton,50.0,CANADA,False
3685,8470,15/04/2024,226.07,Hannah Thompson,18.0,SPAIN,False
2116,8102,26/01/2023,57.86,Angela Hill,43.0,UK,True
2204,440,29/04/2024,54.47,Rebecca Horton MD,76.0,NETHERLANDS,True
2788,8987,05/03/2022,66.99,Aaron Schroeder,22.0,NETHERLANDS,True
4899,3306,01/08/2022,412.64,Jason Barrett,31.0,USA,False
1201,2871,29/01/2023,431.45,Louis Ford,62.0,USA,True
4564,7682,20/06/2023,190.99,Sharon Murphy,41.0,GERMANY,True
1828,2730,09/11/2023,154.27,Daniel Lewis,31.0,FRANCE,False
1116,2340,05/02/2022,208.22,Kaitlin Olson,73.0,UK,False
4479,2509,08/07/2024,49.28,Amber Chapman,26.0,FRANCE,False
635,5563,11/05/2024,39.67,Adam Foster,56.0,FRANCE,True
4405,9052,28/08/2022,441.18,Dr. Christina Ramirez MD,78.0,FRANCE,False
3872,4364,19/11/2022,402.17,Carol Chambers,78.0,USA,True
3505,6844,07/08/2023,412.76,Jill Price,51.0,GERMANY,False
403,8516,24/03/2024,354.7,Brandi Bell,83.0,UK,True
183,2096,27/02/2022,222.6,Scott Wilson,22.0,GERMANY,False
5080,8159,02/01/2022,356.27,Tyler Casey,53.0,USA,False
1159,7971,23/10/2024,424.76,Edward Arroyo,,SPAIN,True
4381,15,09/02/2023,237.12,Morgan Lloyd,43.0,CANADA,True
4906,7141,29/10/2023,381.99,Jessica Bullock,63.0,CANADA,False
2649,4982,07/11/2024,320.96,Ryan Powell,61.0,CANADA,True
3094,1952,12/08/2022,92.51,Jennifer Wise,22.0,FRANCE,True
1938,4736,15/05/2023,17.14,Thomas Villanueva,55.0,GERMANY,True
2813,10384,16/01/2023,196.26,Nancy Tran,42.0,CANADA,False
2277,3217,16/06/2024,39.55,Molly Davis,63.0,SPAIN,True
3958,10346,31/12/2022,229.93,Kimberly Dixon,27.0,SPAIN,True
3202,5832,01/03/2024,365.8,Julie Herrera,30.0,SPAIN,False
3009,3677,03/04/2024,388.77,Jonathan Wilson,53.0,GERMANY,True
3620,7302,06/05/2024,21.78,Matthew Farmer,57.0,SPAIN,True
3085,1895,29/12/2023,408.43,Jonathan Smith,46.0,USA,False
4368,7954,04/01/2023,420.6,Michael Ortega,34.0,GERMANY,True
2226,4245,22/06/2024,18.28,Michael Reid,84.0,UK,False
2044,9250,16/03/2024,422.6,Margaret Hahn,84.0,FRANCE,True
4031,840,08/10/2024,148.5,Keith Dyer,72.0,FRANCE,True
2963,5479,09/10/2024,198.29,Emily Morris,,CANADA,True
1923,9480,19/04/2023,236.39,Barbara Walker,46.0,USA,True
2235,426,18/06/2024,442.95,Dawn Turner,37.0,UK,True
1040,5144,07/02/2022,114.81,Gary Ward,24.0,FRANCE,False
1520,7070,01/11/2024,200.38,Chloe Rogers,60.0,CANADA,True
1901,6902,02/03/2024,184.54,John Smith,72.0,USA,True
4052,1041,02/07/2023,419.99,Amanda Barker,60.0,UK,False
1776,7956,18/02/2023,234.8,Dustin Martin,70.0,ITALY,True
3898,5082,26/07/2022,306.41,Samantha Howard,21.0,USA,True
919,4866,01/12/2023,33.63,Carl Green,35.0,FRANCE,True
1961,8581,06/08/2024,298.38,Mary Richard,27.0,CANADA,False
3886,5521,04/06/2023,108.01,Marcus Fry,59.0,SPAIN,False
4179,8932,11/05/2022,233.19,Joseph Baker,82.0,FRANCE,True
3738,1696,16/11/2022,412.15,Shawn Ortega,61.0,USA,False
4439,10253,30/12/2023,267.12,Thomas Lewis,52.0,GERMANY,False
1398,1498,06/09/2022,30.92,Michael Hill,,NETHERLANDS,False
2990,9141,20/02/2022,31.7,Danielle Ford,62.0,NETHERLANDS,False
1982,9041,12/02/2024,35.42,James Davenport,84.0,ITALY,False
4754,1701,09/12/2023,206.87,James Mcdaniel,37.0,UK,False
2922,9892,06/03/2024,484.31,Michael Mcclain,63.0,NETHERLANDS,True
1401,3945,04/08/2022,43.09,Mr. Timothy Andersen,77.0,USA,False
1160,8934,07/03/2024,433.77,Deanna Medina,73.0,UK,False
1017,2702,17/05/2024,36.17,Kelly Johnson,47.0,CANADA,True
297,4033,11/05/2024,226.08,Lee Jones,,ITALY,True
2827,10442,16/12/2024,471.61,Matthew Rose,20.0,USA,False
781,8749,11/10/2022,202.82,Tammy Long,32.0,SPAIN,False
3578,10201,10/10/2023,112.46,Michael Gregory,45.0,SPAIN,True
3637,3395,24/06/2024,15.69,David Newman,54.0,CANADA,True
3879,344,01/11/2022,112.56,Jessica Nelson,21.0,SPAIN,True
2857,4951,23/06/2024,259.73,Johnny Perez,70.0,FRANCE,False
3416,6039,11/09/2022,205.1,Laurie Hampton,37.0,SPAIN,True
2101,8571,12/01/2022,429.85,Stacey Clark,26.0,NETHERLANDS,True
4293,1946,24/04/2023,177.72,Chris Hanson,66.0,UK,False
171,1118,06/03/2023,430.19,Daniel Holt,22.0,CANADA,False
1182,5110,22/08/2023,55.49,Adam Craig,28.0,NETHERLANDS,True
195,9414,16/10/2022,332.51,Leah Lara,70.0,UK,False
3422,4024,28/05/2023,422.3,Brenda Cooper,56.0,CANADA,True
1207,6707,25/11/2022,334.65,Kelly Cole,31.0,UK,True
144,6554,02/07/2023,239.64,Jesse Rogers,,NETHERLANDS,False
2769,7596,06/10/2024,147.1,Nathan Morgan,,GERMANY,True
2540,9572,23/02/2024,301.8,Katherine Cox,44.0,SPAIN,False
3946,9619,29/10/2022,459.53,Cindy Stanley MD,19.0,FRANCE,False
158,5970,04/10/2023,234.25,Matthew Smith,73.0,FRANCE,False
2282,8085,11/12/2024,499.6,Earl Rodriguez,20.0,SPAIN,False
2289,5099,02/09/2023,374.31,Julia Thomas,,GERMANY,True
1583,9664,26/11/2022,270.12,Amy Diaz,40.0,UK,True
2539,8816,11/03/2024,90.83,Marie Taylor,85.0,USA,True
1895,10052,29/04/2022,298.2,Anita Taylor,80.0,CANADA,True
1080,5109,08/01/2024,100.0,Erik Floyd,79.0,SPAIN,False
2584,5680,21/10/2022,438.53,Jon Walton,45.0,UK,True
1312,9474,26/05/2023,401.63,Christina Gilbert,61.0,NETHERLANDS,False
2686,8432,12/11/2024,178.43,Lawrence Stone,19.0,FRANCE,True
2747,5813,14/04/2022,400.1,Amy Harris,75.0,CANADA,True
644,9505,17/07/2022,147.64,Michael Gonzales,75.0,USA,True
639,6760,07/09/2023,10.73,Christopher Sanders,75.0,CANADA,False
4651,9948,10/04/2024,372.98,Stephen Clark,77.0,USA,False
620,5095,27/02/2022,330.99,Todd Reynolds,61.0,CANADA,False
1576,4510,15/08/2024,455.3,Michelle Salazar,25.0,UK,False
2376,4713,09/11/2023,164.86,Jon Jackson,78.0,CANADA,True
2341,10466,15/12/2022,14.71,Teresa Thomas,22.0,CANADA,False
3777,3708,24/08/2023,186.99,Carrie Hardy,72.0,SPAIN,False
1170,1294,24/12/2022,226.59,Tara Lee,41.0,UK,False
4748,2213,18/02/2022,134.53,Linda Fernandez,82.0,ITALY,True
4838,6269,22/04/2024,476.39,Steven Malone,33.0,UK,True
2317,9369,26/01/2022,18.69,John Barnett,64.0,USA,True
2113,9181,26/02/2023,155.56,Robert Stewart,43.0,USA,True
1961,644,30/10/2023,95.85,Mary Richard,27.0,CANADA,False
2170,4107,24/06/2024,328.83,Jeanne Jones,75.0,ITALY,True
3605,6557,12/09/2024,335.84,Susan Erickson,33.0,USA,False
3766,2086,18/08/2023,407.73,Kristin Fleming,,NETHERLANDS,False
2013,5871,27/02/2024,113.52,Aaron Marshall,41.0,NETHERLANDS,False
3892,3284,10/07/2024,19.3,Carmen Moore,42.0,ITALY,True
80,5426,10/10/2022,116.62,Sarah Davis,61.0,SPAIN,True
2527,7644,17/09/2024,78.57,Tiffany Hall,31.0,SPAIN,True
80,5146,19/01/2024,255.1,Sarah Davis,61.0,SPAIN,True
1257,2067,16/02/2024,467.14,Alison Gray,72.0,UK,False
1889,8811,28/08/2023,402.41,Blake Hendrix,23.0,GERMANY,False
3351,8345,23/07/2024,192.57,Sharon Freeman,36.0,ITALY,False
3333,8477,02/02/2022,373.3,Anthony Costa,78.0,NETHERLANDS,False
4622,137,20/10/2022,263.66,Mary Brown,27.0,CANADA,True
1489,4284,22/11/2023,124.26,Tonya Miller,48.0,NETHERLANDS,False
2283,152,05/05/2023,79.09,Teresa Garner,63.0,NETHERLANDS,True
809,1251,20/02/2023,234.04,Daniel Huang,34.0,ITALY,True
4122,3742,23/01/2022,89.85,Monica Russell,60.0,NETHERLANDS,False
3194,4876,20/09/2024,145.7,Denise Nixon,59.0,UK,True
2168,5988,14/03/2024,147.5,Robert Skinner,63.0,UK,False
2018,5639,22/07/2022,203.12,Andrea Davis,46.0,ITALY,True
5171,444,19/09/2024,101.35,Brandon Williams DDS,62.0,UK,False
1172,7364,09/06/2022,411.03,Ruben Huff,74.0,GERMANY,True
3306,1172,01/04/2024,291.26,Darrell Lopez,65.0,NETHERLANDS,True
4996,4910,20/10/2024,493.18,Dawn Rivera MD,36.0,SPAIN,True
926,4506,19/08/2024,194.08,Kendra Gutierrez,18.0,FRANCE,True
2811,8385,27/09/2023,489.2,Alison Brown,63.0,CANADA,False
3183,1335,12/06/2023,499.58,Whitney Sullivan,62.0,CANADA,True
