transaction_id,customer_id,transaction_date,amount,name,age,country,is_active
2851,1585,19/12/2023,137.94,Brian Williams,34.0,NETHERLANDS,True
2853,4474,04/06/2024,176.67,Stacy Kim,42.0,GERMANY,True
2854,4025,09/03/2023,394.35,Scott Franco,80.0,CANADA,True
2855,4969,13/02/2022,224.59,William Garza,31.0,USA,False
2856,3490,04/08/2023,434.63,Alicia Le,54.0,UK,False
2857,1898,14/01/2023,438.62,Mark Tyler,30.0,SPAIN,True
2858,4419,31/07/2023,129.08,Larry Reese,42.0,FRANCE,False
2859,942,14/10/2023,425.56,Terry Burnett,52.0,NETHERLANDS,False
2861,2609,05/03/2022,210.13,David Williams,53.0,FRANCE,True
2862,2773,21/06/2023,122.17,Patricia Fox,53.0,SPAIN,False
2863,3684,10/03/2022,480.29,Molly Fernandez,20.0,CANADA,False
2864,188,02/01/2023,251.48,Scott Branch,50.0,UK,False
2865,4822,02/02/2023,276.85,Cindy Kelley,58.0,GERMANY,False
2866,3512,04/12/2023,207.36,Sheila Jenkins,23.0,GERMANY,False
2867,975,03/03/2023,232.25,Michael Gregory,37.0,NETHERLANDS,False
2869,4068,20/07/2024,125.62,Brian Perez,67.0,GERMANY,False
2870,3319,14/03/2024,263.96,Brent Chase,33.0,SPAIN,True
2871,1201,29/01/2023,431.45,Louis Ford,62.0,USA,True
2872,127,07/12/2022,188.89,Natasha Wells,51.0,SPAIN,True
2874,1177,20/09/2023,51.33,Katherine Joyce,72.0,ITALY,True
2875,1401,02/02/2024,98.42,Mr. Timothy Andersen,77.0,USA,False
2876,5155,10/10/2024,181.16,Lisa Brown,,CANADA,True
2877,1305,27/11/2023,52.23,Brittany Shaw,47.0,NETHERLANDS,False
2879,2999,06/12/2022,17.27,Randall Villa,55.0,CANADA,True
2880,2745,16/02/2022,274.15,Dylan Olson,85.0,ITALY,True
2881,3665,10/03/2023,469.16,Connor Henderson,72.0,NETHERLANDS,True
2883,1232,05/01/2025,368.92,Catherine Roberts,65.0,GERMANY,True
2884,4284,18/07/2022,329.14,Gail Moss,54.0,ITALY,True
2885,1428,13/05/2024,45.65,Morgan Mills,31.0,UK,False
2886,4675,11/08/2022,77.98,James Meyers,,GERMANY,True
2888,3742,24/10/2022,379.93,Karen Arellano,33.0,ITALY,True
2889,324,28/10/2023,283.19,Jose Reed,64.0,FRANCE,True
2891,2200,21/01/2024,125.26,Evan Buchanan,63.0,SPAIN,True
2892,5108,23/06/2024,308.39,David Lopez,29.0,SPAIN,True
2893,2366,10/06/2024,393.84,Dustin Noble,85.0,ITALY,True
2896,310,24/08/2024,426.93,Brian Romero,69.0,FRANCE,False
2897,278,07/02/2022,476.19,Diana Vaughn,68.0,ITALY,False
2898,1883,18/03/2024,334.53,Robin Kelly,60.0,UK,True
2899,4443,16/12/2023,222.24,Antonio George Jr.,82.0,UK,False
2900,4901,12/03/2024,361.21,Matthew Simon,76.0,UK,True
2901,2055,14/10/2024,258.61,Sandra Underwood,50.0,FRANCE,False
2902,2391,10/03/2024,327.7,Michelle Rodriguez,,GERMANY,True
2904,2767,08/06/2023,424.61,Kathy Bailey,33.0,ITALY,False
2905,4995,17/12/2022,260.98,Janice Bailey,29.0,ITALY,True
2906,5157,03/03/2024,42.35,David Perez,35.0,USA,False
2907,689,08/06/2023,148.95,Nicole Wolf,38.0,GERMANY,True
2909,4158,29/07/2024,234.36,Angela Munoz,73.0,CANADA,True
2910,294,26/03/2022,350.69,Elizabeth Schneider,,USA,True
2911,3616,06/09/2023,54.92,Linda Martinez,68.0,GERMANY,False
2912,1467,14/01/2024,125.29,Makayla Smith,,ITALY,False
2913,4457,27/11/2022,206.81,Kayla Williams,70.0,CANADA,False
2914,3199,20/06/2024,244.02,Donald Paul,58.0,GERMANY,True
2917,5043,01/05/2023,231.48,Rebecca Foster,,GERMANY,True
2918,3117,12/03/2024,392.32,Rebecca Duncan,45.0,USA,True
2919,5031,10/02/2022,41.11,Henry Mann,31.0,ITALY,True
2920,5144,29/12/2024,335.21,Leon Davila,34.0,GERMANY,False
2921,3780,23/03/2024,252.5,James Love,61.0,GERMANY,True
2922,4360,25/12/2024,251.31,Jacob Clark,38.0,NETHERLANDS,False
2923,4440,29/08/2024,83.46,Benjamin Newton,41.0,UK,False
2924,5109,05/03/2024,291.55,Mr. Christopher Barr MD,30.0,USA,True
2925,3576,31/01/2024,257.84,Michelle Smith,25.0,CANADA,False
2926,1261,26/09/2023,420.15,Linda Valencia,29.0,USA,False
2930,4360,29/05/2023,165.94,Jacob Clark,38.0,NETHERLANDS,False
2931,4296,16/02/2022,10.32,Amanda Schneider MD,76.0,UK,False
2932,1526,19/11/2024,344.35,Barbara Gates,49.0,GERMANY,False
2933,1946,28/09/2024,190.65,Patrick Blankenship,75.0,SPAIN,True
2935,2953,18/06/2024,380.23,Erin Lewis,75.0,CANADA,True
2938,3741,15/07/2022,288.9,Jill Barajas,30.0,UK,True
2939,251,26/12/2024,339.78,Ashley James,61.0,UK,True
2941,4439,14/04/2022,96.19,Thomas Lewis,52.0,GERMANY,False
2943,2199,15/10/2024,133.09,Theresa Stevenson,21.0,UK,False
2944,4290,02/06/2024,202.65,Timothy Hayes,51.0,FRANCE,False
2946,1150,04/01/2025,182.98,Chloe Bowers,71.0,ITALY,True
2948,2021,08/05/2024,320.64,Michael Cooper,39.0,UK,False
2950,4720,08/12/2024,424.9,Jessica Hoover,30.0,GERMANY,True
2951,3207,01/12/2023,416.85,Marvin Chapman,43.0,UK,False
2953,1594,10/07/2023,277.63,Christina Martinez,32.0,GERMANY,True
2955,2787,28/11/2022,208.4,Mary Harris,51.0,FRANCE,True
2956,2136,30/10/2022,49.01,Veronica Harris,59.0,USA,False
2957,2686,18/04/2022,101.43,Lawrence Stone,19.0,FRANCE,True
2958,2768,05/01/2022,363.99,Kayla Thompson,34.0,FRANCE,False
2959,3960,29/09/2023,97.17,Christopher Drake,74.0,USA,True
2961,4715,28/06/2024,94.21,Terri May,73.0,SPAIN,False
2962,4827,28/11/2024,118.61,Juan Gilbert,26.0,NETHERLANDS,False
2963,1821,05/02/2022,178.23,Valerie Gonzalez,75.0,UK,True
2964,4981,20/01/2024,393.02,Tracey Nichols,37.0,ITALY,False
2965,3032,06/11/2022,60.09,Stephanie Hurst,70.0,GERMANY,False
2966,4133,02/07/2024,62.04,Sydney Johnson,59.0,ITALY,False
2969,4012,13/03/2024,264.28,Brian Smith,44.0,FRANCE,True
2970,3165,26/08/2024,475.29,Kimberly Johnson,33.0,USA,True
2971,4577,17/05/2022,168.94,James Grimes,29.0,ITALY,True
2973,3996,11/06/2024,388.77,Todd Jacobson,59.0,USA,False
2974,2354,25/04/2024,414.18,Jean Reed,29.0,CANADA,True
2975,1837,18/09/2022,13.73,Linda Goodman,43.0,GERMANY,True
2976,2512,14/02/2024,317.78,Karen Delgado,50.0,USA,False
2977,983,18/07/2022,440.1,Amber Walker,77.0,CANADA,False
2978,4197,03/06/2024,413.92,Emily Montgomery,24.0,ITALY,False
2980,928,25/10/2023,457.8,Dr. Victoria Thomas,79.0,SPAIN,True
2981,4908,01/08/2025,247.28,Amber Crawford,68.0,FRANCE,True
2982,385,29/05/2023,107.58,Jennifer Sanders,58.0,USA,True
2984,2205,10/01/2023,398.79,Frank Ramos,85.0,SPAIN,True
2986,1722,06/02/2022,203.32,Cassie Lutz,33.0,SPAIN,True
2987,723,24/12/2023,169.37,Robert Garcia,63.0,CANADA,False
2988,3717,22/01/2022,62.69,Joshua Miller,73.0,ITALY,True
2989,2686,21/04/2024,109.13,Lawrence Stone,19.0,FRANCE,True
2991,3000,06/05/2023,313.5,Mary Jones,74.0,UK,True
2992,1757,18/08/2024,410.59,Brent Freeman,30.0,USA,True
2993,3899,24/02/2023,366.64,Christopher Collins,43.0,ITALY,False
2994,4297,06/10/2022,57.72,Mason Fleming,74.0,CANADA,True
2995,3492,04/10/2023,229.19,Abigail Smith,40.0,FRANCE,False
2996,2600,13/07/2024,32.44,Robert Gordon,23.0,USA,False
2997,5086,11/04/2023,140.22,Vickie Tran,62.0,GERMANY,True
3000,714,29/11/2022,27.24,William Patterson,32.0,UK,False
3001,2899,28/12/2024,96.89,Taylor Miller,53.0,USA,False
3002,3137,19/07/2024,311.7,Jamie Rush,68.0,SPAIN,False
3003,1000,23/04/2024,351.08,Barbara Snow,46.0,ITALY,True
3007,56,28/05/2022,143.12,Zachary Huff,32.0,UK,True
3008,1064,25/11/2024,125.15,Sarah Phillips,47.0,UK,True
3011,1122,27/04/2023,468.24,Lisa Thompson,66.0,SPAIN,True
3012,4567,15/12/2024,406.46,Michael Woods,61.0,CANADA,False
3014,2658,04/08/2024,433.38,Brandon Ramsey,31.0,GERMANY,False
3015,4781,23/12/2024,258.16,Thomas Holloway,33.0,ITALY,True
3016,3685,11/02/2022,274.07,Hannah Thompson,18.0,SPAIN,False
3017,2290,07/07/2022,156.34,Daniel Frazier,38.0,UK,False
3021,2782,18/08/2024,369.12,Alyssa Thompson,43.0,GERMANY,False
3022,3457,25/10/2023,482.62,Annette Dodson,29.0,USA,True
3023,2600,12/12/2023,395.93,Robert Gordon,23.0,USA,False
3027,680,19/10/2022,408.08,Katherine Taylor,23.0,SPAIN,False
3029,209,28/08/2024,76.7,Matthew Morales DDS,57.0,NETHERLANDS,False
3030,52,25/06/2023,442.42,James Morgan,66.0,CANADA,False
3031,352,28/04/2024,86.41,Laura Lopez,75.0,GERMANY,True
3032,2514,26/11/2023,192.53,Derrick Garcia,81.0,GERMANY,True
3033,1881,03/11/2022,297.3,Kristen Lowery,29.0,SPAIN,True
3034,1902,16/01/2022,45.65,Christina Hudson,44.0,CANADA,False
3035,1937,08/07/2023,74.25,Jennifer Perez,77.0,UK,True
3036,949,18/02/2023,401.66,Christian Neal,72.0,USA,True
3037,2600,13/08/2024,43.93,Robert Gordon,23.0,USA,False
3038,46,16/04/2024,168.75,Austin Johnson,46.0,FRANCE,False
3039,3937,22/09/2022,26.56,Laura Leblanc,31.0,FRANCE,True
3040,1672,10/03/2023,320.37,John Carson,78.0,GERMANY,True
3041,3488,08/01/2023,282.22,Donna Martin,,CANADA,False
3042,1493,06/03/2024,344.18,Mark Yates,57.0,CANADA,False
3043,2326,19/03/2024,158.6,Matthew Wilson,40.0,GERMANY,True
3044,4259,20/03/2023,267.15,Jennifer Armstrong,51.0,GERMANY,True
3045,3139,01/11/2024,199.05,Sean Wang,26.0,SPAIN,True
3046,5079,29/01/2023,497.6,Amy Moore,76.0,GERMANY,True
3047,4020,07/04/2022,80.6,Antonio Small,44.0,GERMANY,True
3049,3614,28/08/2022,362.49,Francisco Galloway,29.0,FRANCE,True
3050,2398,25/12/2024,325.14,Gregory Smith,24.0,FRANCE,False
3052,1063,10/05/2022,189.48,Joseph Taylor,43.0,CANADA,False
3053,4222,06/01/2024,492.55,Michael Palmer,33.0,SPAIN,True
3054,1374,28/04/2024,460.43,Frank Johnson,81.0,UK,True
3055,2359,05/07/2022,112.48,Jacqueline Waters,22.0,UK,False
3057,1417,15/01/2024,356.71,Elizabeth Hardy,28.0,NETHERLANDS,False
3058,868,02/03/2024,371.15,Dr. Rhonda Martinez,68.0,GERMANY,True
3059,1560,21/01/2022,419.81,Alexis Chen,39.0,SPAIN,False
3060,1035,05/09/2023,108.09,Patricia Garrett,67.0,SPAIN,True
3062,59,21/08/2023,317.19,Mrs. Rachel Gibson,51.0,USA,False
3063,5113,04/10/2024,55.38,Frank Hancock,61.0,NETHERLANDS,True
3064,3090,10/03/2023,371.77,Sandra Marshall,32.0,CANADA,False
3065,737,08/11/2024,264.6,Alexandria Ward,41.0,CANADA,True
3066,3403,23/12/2022,138.57,Michelle Robbins,73.0,ITALY,True
3070,3864,11/10/2024,207.97,Mrs. Samantha Rivera DDS,42.0,CANADA,True
3071,714,04/11/2024,335.93,William Patterson,32.0,UK,False
3072,1450,07/01/2024,395.59,Briana Huang,43.0,USA,False
3074,2629,21/06/2022,137.57,Robert Mckay,57.0,CANADA,False
3075,2976,25/08/2023,285.4,Chris Morris,47.0,UK,True
3076,2177,19/10/2024,247.08,Christina Smith,47.0,SPAIN,True
3078,4680,03/07/2024,471.65,Lawrence Glover,72.0,ITALY,True
3079,2666,31/10/2024,79.8,Cynthia Woods,44.0,GERMANY,False
3080,740,21/08/2022,260.35,Kevin Smith,43.0,UK,True
3082,4537,16/03/2024,128.13,Joseph Patel,49.0,USA,False
3083,838,06/06/2022,202.32,Derek Wright,58.0,FRANCE,True
3084,4501,07/06/2023,435.82,Lynn Guerrero,55.0,SPAIN,False
3085,3601,15/01/2022,480.57,Melissa Kent,71.0,GERMANY,False
3086,3841,19/11/2022,96.02,Michelle Curry,,NETHERLANDS,True
3087,3746,11/12/2023,346.87,Deborah Moreno,25.0,UK,False
3089,1780,07/09/2022,463.64,Dominic Johnson,61.0,NETHERLANDS,False
3090,4773,22/01/2024,483.64,Jessica Hunter,,NETHERLANDS,True
3092,1414,31/07/2024,86.04,Andrew Taylor,23.0,NETHERLANDS,True
3093,4644,12/09/2022,455.72,Chad Bennett,51.0,GERMANY,True
3094,1754,15/10/2023,373.09,Joel Boyer,23.0,FRANCE,False
3095,1403,18/09/2024,478.12,Heather Anderson DDS,49.0,FRANCE,False
3096,3499,21/04/2023,401.71,Joshua Ward,63.0,SPAIN,True
3098,2484,07/12/2023,125.77,Catherine Cruz MD,56.0,NETHERLANDS,False
3099,4511,28/03/2022,80.5,Jose Ho,46.0,UK,True
3100,1365,25/11/2022,169.3,Rachel Meyer,,UK,True
3102,2004,20/03/2024,396.78,David Harper,79.0,CANADA,True
3103,4426,16/09/2024,109.56,Matthew Ortega,62.0,UK,False
3104,4555,29/04/2024,470.45,Nicole Mccoy,21.0,GERMANY,True
3107,3794,04/10/2024,371.19,Heather Young,64.0,CANADA,False
3108,4040,24/04/2022,117.24,Anne Ruiz,66.0,NETHERLANDS,True
3111,2139,29/09/2023,434.06,Michael Thompson,52.0,SPAIN,True
3112,4732,03/09/2022,407.27,Patricia Johnson,,FRANCE,False
3114,955,27/09/2022,98.43,Elizabeth Williams,67.0,GERMANY,True
3115,3661,03/08/2024,305.77,Dr. Danielle Jensen,75.0,UK,False
3116,4770,19/10/2023,225.01,Mrs. Megan Robinson,81.0,SPAIN,False
3117,1531,16/05/2024,289.81,Patricia Scott,39.0,USA,False
3118,3606,10/10/2022,44.24,Robert Burns,26.0,ITALY,False
3119,455,20/10/2024,172.24,Elizabeth Jones,38.0,SPAIN,False
3120,4882,17/04/2023,239.57,Terri Hendricks,27.0,UK,False
3121,4318,22/04/2023,456.23,Leonard Avila,40.0,UK,False
3122,922,10/04/2024,114.98,Jennifer Eaton,,ITALY,True
3125,4252,11/04/2024,129.08,Andrew Roth,48.0,USA,False
3126,1223,11/02/2022,23.76,Brandy Mitchell,80.0,NETHERLANDS,False
3127,808,24/12/2023,76.01,Erica Nelson,34.0,FRANCE,True
3128,2985,29/08/2022,204.59,Shane Barnes,23.0,ITALY,True
3129,445,25/03/2024,278.51,Hannah Everett,36.0,NETHERLANDS,True
3130,1420,11/03/2024,28.45,Andre Terrell,25.0,CANADA,False
3131,365,02/11/2024,140.0,Nancy Jennings,56.0,ITALY,False
3132,4541,07/01/2024,249.58,Ann Jones,71.0,USA,True
3134,4145,08/06/2024,433.18,Katherine Taylor,79.0,SPAIN,False
3135,3592,25/10/2022,181.16,Dr. Jeffrey Valentine,33.0,NETHERLANDS,False
3136,1726,05/10/2024,349.73,William Morgan,20.0,FRANCE,True
3138,2928,08/01/2024,100.48,Carlos Walters Jr.,35.0,ITALY,True
3139,4383,19/09/2024,203.23,Cynthia Jackson,42.0,UK,True
3140,499,17/03/2023,401.36,William Cardenas,48.0,UK,False
3142,2279,09/05/2022,489.22,Maria Bennett,80.0,SPAIN,False
3143,1936,25/10/2023,462.05,Mark Sanchez,41.0,ITALY,False
3144,672,30/04/2024,409.19,Michael Burns,46.0,USA,False
3148,4674,12/12/2024,450.28,Douglas Morton,26.0,ITALY,True
3150,1223,08/01/2024,325.03,Brandy Mitchell,80.0,NETHERLANDS,False
3151,1372,09/02/2023,391.82,Ann Mason,52.0,UK,False
3152,4808,03/07/2022,377.15,David Lucero,72.0,ITALY,True
3154,1629,16/01/2024,244.2,Judith Miller,77.0,NETHERLANDS,False
3155,4190,10/05/2023,104.5,Terri Fisher,,ITALY,True
3156,5015,13/09/2023,413.39,Megan Sandoval,58.0,FRANCE,True
3157,41,06/08/2022,292.51,Tracey Hickman,68.0,GERMANY,True
3160,4987,05/03/2022,484.03,Catherine Martinez,54.0,FRANCE,False
3161,1190,15/04/2024,204.93,Brittany Shaffer,75.0,GERMANY,False
3162,5188,08/08/2022,83.96,Kevin Shea,33.0,GERMANY,False
3163,1244,08/02/2022,66.62,Nicolas Davis,67.0,SPAIN,False
3164,1290,20/01/2023,67.86,Duane Smith,54.0,ITALY,False
3165,3772,09/09/2024,210.95,Cheryl Rogers,57.0,UK,False
3167,4964,22/12/2023,387.97,Fernando Carroll,63.0,CANADA,True
3168,732,11/04/2022,66.81,Lisa Maxwell,48.0,UK,True
3169,3135,26/09/2024,207.32,Zachary Johnson,74.0,SPAIN,True
3170,1061,10/12/2022,457.51,Elizabeth Miller,51.0,CANADA,True
3172,262,11/11/2022,228.78,Susan Rivas,53.0,NETHERLANDS,False
3174,4335,27/02/2023,382.38,Adriana Ward,60.0,USA,False
3175,2038,24/03/2023,107.0,Juan Keller MD,35.0,NETHERLANDS,True
3176,5104,07/03/2023,375.92,Jordan Bailey,80.0,CANADA,False
3177,1754,18/12/2022,28.14,Joel Boyer,23.0,FRANCE,False
3178,4685,03/06/2023,104.3,Billy Gibson,73.0,ITALY,True
3181,1466,18/09/2024,233.12,Daniel Taylor,,CANADA,False
3182,2470,20/10/2024,390.56,Allison Simmons,80.0,CANADA,False
3183,849,25/10/2022,83.32,Anthony Rivera,81.0,SPAIN,False
3184,2311,06/10/2024,96.31,Leslie Booker,85.0,USA,False
3185,739,10/02/2023,149.38,Carrie Ruiz,22.0,USA,True
3186,4575,15/06/2023,344.69,Elizabeth Taylor,,ITALY,False
3189,4723,04/02/2024,335.81,Michael Travis,45.0,FRANCE,False
3190,1103,22/01/2022,83.56,Kellie Bennett,47.0,FRANCE,True
3192,141,17/10/2022,421.6,Marcus Johnson,56.0,FRANCE,False
3195,2867,11/06/2024,363.57,Heather Hester,53.0,FRANCE,True
3196,541,30/10/2024,407.13,Miranda Foster,36.0,SPAIN,True
3197,11,22/08/2022,404.63,Mark Mcclure,53.0,GERMANY,False
3200,1051,30/10/2024,391.82,Christy Jennings,66.0,NETHERLANDS,False
3203,1875,08/10/2023,484.75,Mark Davis,56.0,FRANCE,True
3204,972,27/07/2024,79.52,Lisa Huffman,85.0,GERMANY,False
3205,1563,10/02/2022,217.69,Robert Walker PhD,68.0,NETHERLANDS,False
3206,2942,10/07/2024,279.35,Erica Leonard,,GERMANY,True
3207,4421,01/06/2022,189.68,Bryan Griffith,61.0,GERMANY,False
3208,2515,09/12/2022,383.66,Sarah Johnson,81.0,UK,True
3209,1068,25/12/2022,113.89,Jennifer Kelley,76.0,NETHERLANDS,True
3211,614,01/08/2023,445.17,Steven Rivera,39.0,GERMANY,False
3212,1280,03/02/2023,22.57,Matthew Hudson,29.0,SPAIN,True
3213,3948,26/01/2022,465.79,Joshua Gonzalez,,FRANCE,False
3215,5032,18/05/2024,89.36,Kevin Burton,30.0,FRANCE,True
3216,1891,02/03/2023,283.19,Adam Rios,67.0,NETHERLANDS,False
3217,2277,16/06/2024,39.55,Molly Davis,63.0,SPAIN,True
3218,4908,15/12/2023,313.52,Amber Crawford,68.0,FRANCE,True
3219,3630,04/10/2023,362.23,Amy Love,20.0,USA,False
3220,700,10/01/2025,221.3,Anthony Ramirez,71.0,ITALY,True
3221,4840,14/04/2022,20.97,Aaron Joyce,67.0,FRANCE,False
3222,1870,05/02/2023,73.69,John Reynolds,38.0,SPAIN,True
3223,2306,17/08/2024,270.21,Daniel Goodman,40.0,SPAIN,True
3224,877,21/08/2023,177.77,Sheryl Humphrey,59.0,NETHERLANDS,True
3226,1300,11/12/2023,415.61,Jane Deleon,53.0,ITALY,False
3227,5176,14/01/2022,324.6,Ashley Booker,,UK,False
3229,2339,14/04/2023,25.87,Joshua Green,75.0,SPAIN,False
3232,3323,22/05/2023,478.73,Elizabeth Graham,34.0,UK,False
3233,4624,07/08/2022,457.96,Gary Reid,,FRANCE,True
3236,3039,19/03/2022,226.98,Gregory Peterson,81.0,NETHERLANDS,True
3237,2852,13/07/2023,192.27,Dennis White,40.0,ITALY,True
3239,2017,24/12/2022,133.13,Katrina Williams,79.0,USA,False
3240,872,01/01/2025,77.06,Gabriel Hill,82.0,USA,True
3241,2058,04/11/2023,236.26,Antonio Johnson,47.0,ITALY,True
3243,4547,01/03/2024,39.11,Justin Davis,25.0,GERMANY,False
3244,971,15/05/2022,400.66,Meghan White,28.0,FRANCE,True
3245,4213,04/01/2025,70.09,Richard Reyes,22.0,GERMANY,True
3246,1698,19/04/2024,23.06,Eric Garner,73.0,USA,False
3247,3380,26/11/2023,281.38,Cody Reyes III,30.0,CANADA,True
3248,823,06/08/2023,230.17,Erica Johnson,23.0,ITALY,True
3249,2263,21/03/2023,384.09,Tracy Fitzgerald,56.0,GERMANY,False
3253,799,26/09/2023,408.04,Thomas Hamilton,64.0,GERMANY,False
3254,3001,07/01/2025,229.4,Daniel White,32.0,NETHERLANDS,False
3255,1214,03/11/2023,300.45,Duane Sims,21.0,SPAIN,True
3257,499,11/05/2024,237.09,William Cardenas,48.0,UK,False
3258,1602,29/08/2022,259.1,Stephanie Vargas,53.0,GERMANY,True
3259,3348,16/07/2022,231.95,Susan Peterson,61.0,GERMANY,True
3260,2020,14/07/2023,36.4,Christine Wagner,83.0,ITALY,True
3261,1878,16/06/2024,172.75,Donna Kim,41.0,UK,False
3262,392,15/12/2023,408.37,Ashley Roberts,24.0,USA,True
3264,4348,03/02/2023,477.4,Robert Watson,56.0,CANADA,False
3265,4031,27/03/2024,157.12,Keith Dyer,72.0,FRANCE,True
3266,3282,09/08/2023,95.74,Austin Bautista,38.0,NETHERLANDS,False
3267,1611,18/03/2023,22.15,Charles Warner,30.0,USA,True
3269,2859,13/10/2023,270.53,Cathy Hunter,41.0,ITALY,False
3270,4327,06/09/2022,341.42,Stephen Roth,79.0,FRANCE,False
3271,3661,15/11/2022,218.7,Dr. Danielle Jensen,75.0,UK,False
3272,3519,29/07/2022,302.12,Timothy Salazar,35.0,USA,True
3273,4065,06/01/2023,24.55,Caitlin Gray,50.0,GERMANY,False
3274,988,08/11/2023,285.02,Rebecca Richmond,62.0,USA,False
3275,2735,13/03/2022,107.49,Charles Ramos,74.0,CANADA,False
3277,1283,01/10/2023,413.07,Sonya Jackson,80.0,UK,True
3278,3601,03/01/2024,461.76,Melissa Kent,71.0,GERMANY,False
3279,3584,08/08/2024,445.92,Steven Hayes,,ITALY,False
3282,525,08/10/2023,267.06,Tiffany Turner,63.0,FRANCE,True
3284,3892,10/07/2024,19.3,Carmen Moore,42.0,ITALY,True
3285,472,07/05/2022,490.11,Lisa Carr,74.0,ITALY,True
3289,205,05/10/2023,380.0,Joseph Ramos,45.0,GERMANY,True
3290,955,06/11/2024,34.78,Elizabeth Williams,67.0,GERMANY,True
3291,4822,04/02/2024,247.97,Cindy Kelley,58.0,GERMANY,False
3292,3829,13/11/2024,70.92,Caleb Ford,83.0,GERMANY,False
3293,2067,10/10/2022,28.3,Adam Reeves,46.0,ITALY,False
3294,2152,10/08/2022,296.93,Donna Ibarra,19.0,USA,True
3295,4456,01/04/2022,386.45,Andrew Brown,51.0,NETHERLANDS,True
3298,5170,09/08/2024,351.25,Alicia Cisneros,23.0,FRANCE,True
3299,4704,06/04/2024,11.48,Sergio Crawford,56.0,CANADA,True
3300,2043,06/09/2023,337.18,Melanie Ware,18.0,UK,True
3301,539,26/10/2022,165.17,Rhonda Chavez,74.0,GERMANY,False
3302,1411,27/09/2022,30.73,Michael Peterson,,ITALY,False
3303,5002,13/10/2023,308.34,John Smith,69.0,USA,False
3304,311,06/06/2024,405.84,Courtney Rodriguez,57.0,ITALY,True
3306,4899,01/08/2022,412.64,Jason Barrett,31.0,USA,False
3307,3236,30/01/2022,393.83,Lawrence Brooks,48.0,USA,True
3308,4336,01/09/2023,494.95,Kelsey Gates,63.0,ITALY,True
3310,1628,23/09/2023,236.99,Vanessa Ware,53.0,ITALY,False
3311,3597,05/05/2022,345.73,Luke Carr,57.0,USA,True
3312,3397,18/12/2023,197.29,Helen Solis,69.0,CANADA,True
3313,4560,15/06/2024,377.45,James Baker,64.0,ITALY,True
3314,837,07/07/2024,211.33,Meagan Daniel,65.0,UK,True
3315,3130,09/10/2023,478.17,Mr. Christopher Price MD,72.0,GERMANY,True
3316,1217,14/10/2022,115.98,Denise Wallace,45.0,NETHERLANDS,False
3318,3974,02/07/2023,245.15,Angela Cameron,42.0,FRANCE,False
3319,2181,21/08/2023,131.64,Erica Sims,64.0,CANADA,True
3321,3580,17/07/2024,99.68,Karen Porter,85.0,CANADA,True
3322,4223,03/08/2024,338.17,Stephen Brown,,SPAIN,True
3324,4657,09/09/2022,456.87,Linda Parrish,43.0,GERMANY,True
3326,121,07/08/2024,42.83,Ashley Coleman,41.0,USA,False
3327,2164,13/05/2024,90.92,Patrick Foley,62.0,GERMANY,True
3328,3530,02/02/2023,425.58,Susan Davis,72.0,ITALY,True
3330,3828,26/05/2023,34.98,Raymond Adams,39.0,NETHERLANDS,False
3331,3775,20/05/2024,411.71,Elizabeth Mcdaniel,25.0,SPAIN,False
3332,4429,24/01/2024,423.68,Lori Taylor,79.0,ITALY,False
3333,866,26/09/2023,53.62,Rebecca Byrd,53.0,USA,False
3334,450,25/05/2024,422.1,Thomas Williams,81.0,SPAIN,True
3335,225,22/03/2024,319.1,Lauren Keller,74.0,UK,False
3336,5143,03/01/2024,137.15,Lucas Hernandez,28.0,NETHERLANDS,True
3337,4471,21/02/2024,472.42,Aaron Gonzalez,29.0,USA,False
3338,686,14/12/2023,125.25,Dylan Norman,65.0,SPAIN,False
3339,5040,19/08/2024,290.07,Eric Carter,18.0,GERMANY,False
3341,4790,14/08/2023,229.8,William Edwards Jr.,,FRANCE,False
3343,685,01/02/2022,488.25,Philip Carter,78.0,UK,False
3347,4164,12/02/2023,24.96,George Jones,65.0,SPAIN,False
3348,579,07/04/2024,485.55,Patricia James,85.0,CANADA,False
3349,3269,10/08/2022,448.14,Tanya Barrett,53.0,GERMANY,True
3350,2492,29/03/2022,272.2,Thomas Ward,59.0,GERMANY,False
3351,1317,04/04/2024,381.34,Wanda Ramos,31.0,CANADA,False
3352,3697,07/02/2023,473.93,Carmen Perez,19.0,SPAIN,False
3354,1910,31/01/2023,289.83,Todd Reed DDS,70.0,NETHERLANDS,False
3356,3063,05/06/2023,224.46,Luis Watkins,41.0,USA,False
3357,95,19/11/2022,274.16,Hannah Hoover,24.0,UK,True
3358,506,06/08/2024,407.82,John Maldonado,45.0,SPAIN,True
3359,2126,12/04/2024,274.65,Kevin Tran,34.0,FRANCE,True
3360,3431,11/03/2022,242.41,Gregory Wiggins,28.0,GERMANY,True
3361,3878,01/08/2024,336.63,Kirk Mosley,74.0,ITALY,True
3364,2454,27/07/2022,301.88,Cody Huffman,41.0,GERMANY,True
3365,750,30/09/2023,384.66,Casey Smith,69.0,USA,True
3366,689,28/01/2022,467.73,Nicole Wolf,38.0,GERMANY,True
3369,1355,26/04/2022,303.95,Michael Woods,83.0,ITALY,True
3370,3470,07/04/2023,284.25,Betty Norris,55.0,ITALY,False
3371,4135,20/04/2023,83.71,Sandra Hill,69.0,UK,False
3372,3213,31/03/2022,293.51,Katherine Flores,61.0,GERMANY,False
